air_temp [K],process_temp [K],speed [RPM],torque [Nm],tool_wear [min],product_type_H,product_type_L,product_type_M,target
-1.5868932986126734,-1.3349579586404396,-0.5878600430931274,0.5092322854498438,-1.090530074695218,0.0,1.0,0.0,0
-1.4838749367311066,-1.1081587881006243,-0.364784712192735,0.6922027478842229,0.3078201210413804,0.0,0.0,1.0,0
-1.2057253596509583,-1.4785974333156486,-0.3215014390329574,1.3178209829002359,-1.518596461145197,0.0,1.0,0.0,1
0.4528702666419039,0.6759946868125313,-0.22161696251039364,0.2404064521808708,1.221028412134669,0.0,1.0,0.0,1
-1.0718014892049565,-0.6545604470209939,-0.3614552296419829,-0.13116433307048453,0.5789288324597005,0.0,1.0,0.0,0
1.029773093178549,0.29043609689486694,-0.6910740021664432,0.7956514324144301,0.050980289171392974,0.0,1.0,0.0,1
-0.09312705133027713,0.313116013948827,-0.1983105846551288,0.25096244039823873,1.1782217734896712,0.0,1.0,0.0,1
0.11290967243279788,1.235432640810728,-0.604507455846888,0.9455464651010561,0.9071130620713511,0.0,1.0,0.0,1
-0.5464078436090656,-0.48824105529182477,-0.6477907290066657,-0.01715966032290981,1.1639528939413386,0.0,1.0,0.0,1
-2.462549374605786,-2.998151875932346,-0.1983105846551288,0.3403364739719546,0.36489563923471097,1.0,0.0,0.0,0
1.0915841103074775,1.0842331937841987,1.74277774243336,-1.8130851223711268,0.6930798688463616,0.0,0.0,1.0,0
1.0915841103074775,1.0086334702709125,1.2233784645160286,-1.2289871076767616,0.3078201210413804,0.0,1.0,0.0,0
0.14381518099726207,0.6835546591638513,-0.9441146760236048,1.377638249465322,0.8072309052330227,0.0,1.0,0.0,1
-0.6391243693024581,-0.5336008893997878,-0.15502731149535115,0.9673621740836169,0.6217354711046984,0.0,1.0,0.0,1
0.5764923008997606,0.32823595865150995,0.5774588496701163,-1.046016645242382,-1.2189499906302117,0.0,0.0,1.0,0
0.061400491492043775,-0.04976265891483438,-0.7343572753262209,0.3544111249284455,0.06524916871972561,0.0,1.0,0.0,0
0.061400491492043775,-0.5789607235077509,-0.4580102236137945,0.18551531345055688,1.7204391963263115,1.0,0.0,0.0,1
-1.2057253596509583,-1.4785974333156486,-0.3215014390329574,1.3185247154480606,-1.518596461145197,0.0,1.0,0.0,1
-1.5868932986126734,-1.3349579586404396,0.044741641549776334,-0.24376154072241046,1.2495661712313344,0.0,1.0,0.0,0
0.9885657484259106,0.9330337467576266,0.5241871288580823,-1.0812032726336087,0.03671140962306034,0.0,0.0,1.0,0
-1.1233106701457107,-1.8641560232333132,-0.17500420679986392,0.31218717205897323,-0.23439730179525975,0.0,1.0,0.0,0
0.5249831199589772,0.17703651162493786,1.3332513886908486,-1.6301146599367473,-1.6612852566285234,0.0,1.0,0.0,0
-0.6082188607379939,-0.8057598940475231,0.17792094357986132,-0.46895595602626233,-0.9478412792118915,0.0,0.0,1.0,0
0.4734739390181938,0.32823595865150995,0.12464922276782733,-0.1170896821139941,1.2352972916830018,0.0,1.0,0.0,0
0.42196475807743966,0.4794354056780391,-0.22494644506114578,0.13625403510283912,-0.9478412792118915,0.0,1.0,0.0,0
1.5139593940218017,1.0010734979195925,-0.5245998746288371,0.17425559268536403,-0.9050346405668936,0.0,1.0,0.0,1
0.8288872875095172,1.6739110371876753,3.963542603785027,-2.4781123800653138,-0.26293506089192503,0.0,0.0,1.0,1
1.029773093178549,0.33579593100283,-0.4879755665705636,0.15032868605933006,0.2650134823963825,0.0,1.0,0.0,1
-0.29401285699927965,-0.677240364074997,-0.7243688276739645,1.452937632082547,-1.133336713340216,0.0,1.0,0.0,1
1.3594318511994807,0.9027938573523465,-0.5212703920780849,0.23688778944174782,-0.32001057908525554,0.0,1.0,0.0,1
1.2718662436001607,0.9254737744063065,-0.6710971068619305,0.7492050842580105,-0.5625815314069104,0.0,1.0,0.0,1
0.9679620760496207,0.381155765110793,-0.24492334036565852,-0.20435251804423626,1.192490653038004,0.0,1.0,0.0,1
1.3182245064468716,1.515151617809826,3.7804210634936606,-2.3507367889090727,-1.4472520634035337,0.0,0.0,1.0,1
0.4734739390181938,0.7062345762178543,0.8005341805705086,-1.3767709427199144,-0.5340437723102451,0.0,0.0,1.0,0
-1.4838749367311066,-1.1837585116138674,0.22453369929039108,-0.20857491333118366,-0.5055060132135798,0.0,0.0,1.0,0
-2.4110401936650026,-2.6957529818792447,-0.03183645711752254,0.10810473318985776,-0.3770860972785861,0.0,1.0,0.0,0
-1.4323657557903526,-2.2421546407996575,0.5008807510028175,-0.8630461828080024,-1.3473699065652054,0.0,1.0,0.0,0
1.48820480355141,1.295912419621331,-0.5079524618750764,0.6366078766060845,-1.3473699065652054,0.0,1.0,0.0,1
